Outlet,String,Label,TagLabel,R.E.1,R.E.2,R.E.3,R.E.4,R.E.5,R.E.6,R.E.7,R.E.8,R.E.tag,R.E.tag.old
76075,l manuals & disks. $125 obo + shi,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooo
76075,sted.  John Hansen (513) 257-6084,1,nnnnnnnnnnnnnnnnnnnyyyyyyyyyyyyyy,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyy,oooooooooooooooooooooooooooooyyyy
76075,hn Hansen (513) 257-6084 --  John ,1,nnnnnnnnnnyyyyyyyyyyyyyynnnnnnnnnn,0,0,0,0,0,1,0,0,ooooooooooyyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76075, I am working on cse0080@wsu.bitne,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooyyyyyyyyyyyyo,ooooooooooooooooooooyyyyoooooooooo
76075,"itable quote..."" cse0080@desire.wr",0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooyyyyyyyyyyooo,ooooooooooooooooooooyyyyoooooooooo
76083,cheap) Message-ID: <1993Apr20.1806,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyooooo,ooooooooooooooooooooyyyyooooooyyyy
76083,sage-ID: <1993Apr20.180652.19466@m,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooyyyyyyyyyyyyyyyyyyyyyyyoo,ooooooooooyyyyooooooyyyyyyoyyyyyoo
76083,: <1993Apr20.180652.19466@mnemosyn,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooyyyyyyyyyyyyyyyyyyyyyyyooooooooo,oooyyyyooooooyyyyyyoyyyyyooooooooo
76083,t price (check page 474 of Comput,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooo
76083,"ssue, the price is $179 there).  ",0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooo
76083,ed.  Ailin  803-654-8817  ,1,nnnnnnnnnnnnyyyyyyyyyyyynn,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyoo,ooooooooooooooooooooyyyyoo
76084,cheap) Message-ID: <1993Apr20.1815,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyooooo,ooooooooooooooooooooyyyyooooooyyyy
76084,: <1993Apr20.181521.20207@mnemosyn,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooyyyyyyyyyyyyyyyyyyyyyyyooooooooo,oooyyyyooooooyyyyyyoyyyyyooooooooo
76084, price).  Ailin 803-654-8817  buy,1,nnnnnnnnnnnnnnnnyyyyyyyyyyyynnnnn,0,0,0,0,0,1,0,0,oooooooooooooooyyyyyyyyyyyyyooooo,ooooooooooooooooooooooooyyyyooooo
76084,ce).  Ailin 803-654-8817  buyers p,1,nnnnnnnnnnnnyyyyyyyyyyyynnnnnnnnnn,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76085,mu.edu misc.forsale:76085 rec.auto,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooooooooooooooooooooooyyyyyyyyyyyy,ooooooooooooooooooooyyyyyooooooooo
76085,ale:76085 rec.autos:102979 rec.aut,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooooooyyyyyyyyyyyyoyyyyyyyyyyyoooo,ooooyyyyyoooooooooooyyyyyyoooooooo
76085,979 rec.autos.sport:29433 Newsgrou,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,yyyyyyyyyyyyooooooooooyyyyyyyyyyyo,ooooooooooooooooooooyyyyyooooooooo
76085,Diego. Message-ID: <1993Apr20.1805,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyooooo,ooooooooooooooooooooyyyyooooooyyyy
76085,sage-ID: <1993Apr20.180519.2031@te,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooyyyyyyyyyyyyyyyyyyyyyyooo,ooooooooooyyyyooooooyyyyyyoyyyyooo
76085,: <1993Apr20.180519.2031@teetot.ac,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooyyyyyyyyyyyyyyyyyyyyyyoooooooooo,oooyyyyooooooyyyyyyoyyyyoooooooooo
76085, am selling my FIAT 850 Spyder:  ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,oooooooooooooooooooyyyyyyyyyyyooo,oooooooooooooooooooyyyyyyyyyyyooo
76085,on block it goes.  	1971 Fiat 850 ,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76085,ine (910 instead of 805) 	Car mat,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,ooooyyyyyyyyyyyyoooyyyyyyyyyyyyyy,ooooyyyyyyyyyyyyoooyyyyyyyyyyyyyy
76085,"d, registered until 1994  This is ",0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76085,   |  |    PH# (619)294-4412    |,1,nnnnnnnnnnnnnnnyyyyyyyyyyyyynnnnn,0,0,0,0,0,1,0,0,oooooooooooooooyyyyyyyyyyyyyooooo,oooooooooooooooyyyyyyyyoyyyyooooo
76086,r license system - $400         U,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooo
76086,tem with dev kit - $500         U,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooo
76086,tem with dev kit - $550  The abov,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,oooooooooooooooooooyyyyyyyyyyyyyy,oooooooooooooooooooyyyyyyyyyyyyyy
76086,lease contact me at 416-233-6038.,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyo,ooooooooooooooooooooooooooooyyyyo
76086,e contact me at 416-233-6038.    ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooyyyyyyyyyyyyyooooo,ooooooooooooooooooooooooyyyyooooo
76086,ntact me at 416-233-6038.         ,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76086," - Toronto, Ontario 416-629-7000/",0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyo,ooooooooooooooooooooooooooooyyyyo
76086,"oronto, Ontario 416-629-7000/629-",0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooyyyyyyyyyyyyyooooo,ooooooooooooooooooooooooyyyyooooo
76086,"to, Ontario 416-629-7000/629-7044 ",1,nnnnnnnnnnnnyyyyyyyyyyyyyyyyyyyyyn,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyyyyyyyyyyo,ooooooooooooooooooooyyyyoooooyyyyo
76086,io 416-629-7000/629-7044 ,1,nnnyyyyyyyyyyyyyyyyyyyyyn,0,0,0,0,0,1,0,0,ooyyyyyyyyyyyyyyyyyyyyyyo,oooooooooooyyyyoooooyyyyo
76090,"e Date: Tue, 20 Apr 1993 14:52:38 ",0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76090, Apr 1993 14:52:38 -0400 Organizat,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooyyyyyyyyyyyoo,oooooyyyyoooooooooooyyyyoooooooooo
76090,months old  PRICE: $1000/pair (ret,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76090,1000/pair (retail: $1400/pair)  Th,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,yyyyooooooooooooooooyyyyoooooooooo
76090," home. Thanks, Jon (412) 882-6425",1,nnnnnnnnnnnnnnnnnnnyyyyyyyyyyyyyy,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyy,oooooooooooooooooooooooooooooyyyy
76090,". Thanks, Jon (412) 882-6425 ",1,nnnnnnnnnnnnnnyyyyyyyyyyyyyyn,0,0,0,0,0,1,0,0,ooooooooooooooyyyyyyyyyyyyyyo,ooooooooooooooooooooooooyyyyo
76090,"anks, Jon (412) 882-6425 ",1,nnnnnnnnnnyyyyyyyyyyyyyyn,0,0,0,0,0,1,0,0,ooooooooooyyyyyyyyyyyyyyo,ooooooooooooooooooooyyyyo
76096,edu rec.games.video:55102 misc.for,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyyooooooooo
76096,:55102 misc.forsale:76096 Newsgrou,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooooooooooooooooooooooyyyyyyyyyyyo,oyyyyyooooooooooooooyyyyyooooooooo
76096,  Please Call Mike: 908-949-3804 ,1,nnnnnnnnnnnnnnnnnnnnyyyyyyyyyyyyn,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyo,ooooooooooooooooooooooooooooyyyyo
76096,ease Call Mike: 908-949-3804 (Day,1,nnnnnnnnnnnnnnnnyyyyyyyyyyyynnnnn,0,0,0,0,0,1,0,0,oooooooooooooooyyyyyyyyyyyyyooooo,ooooooooooooooooooooooooyyyyooooo
76096, Call Mike: 908-949-3804 (Day)    ,1,nnnnnnnnnnnnyyyyyyyyyyyynnnnnnnnnn,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76096,                908-469-3250 (Eve,1,nnnnnnnnnnnnnnnnyyyyyyyyyyyynnnnn,0,0,0,0,0,1,0,0,oooooooooooooooyyyyyyyyyyyyyooooo,ooooooooooooooooooooooooyyyyooooo
76096,            908-469-3250 (Eves)  ,1,nnnnnnnnnnnnyyyyyyyyyyyynnnnnnnnn,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyooooooooo,ooooooooooooooooooooyyyyooooooooo
76099,ngton) Date: 20 Apr 1993 19:58:29 ,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76099,"Amherst, MA, 01002. 413-549-7373 ",1,nnnnnnnnnnnnnnnnnnnnyyyyyyyyyyyyn,0,0,0,0,0,1,0,0,oooooooooooooooyyyyyyyyyyyyyyyyyo,oooooooooooooyyyyyooooooooooyyyyo
76099,"rst, MA, 01002. 413-549-7373 H 41",1,nnnnnnnnnnnnnnnnyyyyyyyyyyyynnnnn,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyyyyyooooo,oooooooooyyyyyooooooooooyyyyooooo
76099, 413-549-7373 H 413-545-2014 O --,1,nyyyyyyyyyyyynnnnnnnnnnnnnnnnnnnn,0,0,0,0,0,1,0,0,yyyyyyyyyyyyyooyyyyyyyyyyyyyooooo,oooooooooyyyyoooooooooooyyyyooooo
76099,-549-7373 H 413-545-2014 O -------,1,nnnnnnnnnnnnyyyyyyyyyyyynnnnnnnnnn,0,0,0,0,0,1,0,0,yyyyyyyyyooyyyyyyyyyyyyyoooooooooo,oooooyyyyoooooooooooyyyyoooooooooo
76102,g sale Message-ID: <1993Apr20.2041,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyooooo,ooooooooooooooooooooyyyyooooooyyyy
76102,sage-ID: <1993Apr20.204154.14228@p,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooyyyyyyyyyyyyyyyyyyyyyyyoo,ooooooooooyyyyooooooyyyyyyoyyyyyoo
76102,: <1993Apr20.204154.14228@philabs.,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooyyyyyyyyyyyyyyyyyyyyyyyooooooooo,oooyyyyooooooyyyyyyoyyyyyooooooooo
76102,w condition.  New: $480. Asking: ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,oooooooooooooooooooyyyyyyyyyyyyoo,oooooooooooooooooooyyyyyyyyyyyyoo
76102,New: $480. Asking: $300.  Singer ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,oooooyyyyyyyyyyyyooyyyyyyyyyyyyyo,oooooyyyyyyyyyyyyooyyyyyyyyyyyyyo
76102,ing machine.  New: $250.  Asking:,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,oooooooooooooooooooyyyyyyyyyyyyyo,oooooooooooooooooooyyyyyyyyyyyyyo
76102,ew: $250.  Asking: $200.  Braun M,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,ooooyyyyyyyyyyyyyoooooooooooooooo,ooooyyyyyyyyyyyyyoooooooooooooooo
76102,tact Alec Cameron (x6361).  --  Al,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76102,._/              +1-914-945-6361 ,1,nnnnnnnnnnnnnnnnnyyyyyyyyyyyyyyyn,1,0,0,0,0,0,0,0,ooooooooooooooooooyyyyyyyyyyyyyyo,ooooooooooooooooooyyyyyyyyyyyyyyo
76102,             +1-914-945-6361     ,1,nnnnnnnnnnnnnyyyyyyyyyyyyyyynnnnn,1,0,0,0,0,0,0,0,ooooooooooooooyyyyyyyyyyyyyyooooo,ooooooooooooooyyyyyyyyyyyyyyooooo
76102,         +1-914-945-6361          ,1,nnnnnnnnnyyyyyyyyyyyyyyynnnnnnnnnn,1,0,0,0,0,0,0,0,ooooooooooyyyyyyyyyyyyyyoooooooooo,ooooooooooyyyyyyyyyyyyyyoooooooooo
76105,n Services (408 241-9760 guest) Da,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76105,") Date: Tue, 20 Apr 1993 21:57:21 ",0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76105,und 5 years ago!). $350 plus ship,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooo
76105,louds of concepts. (510) 283-6264,1,nnnnnnnnnnnnnnnnnnnyyyyyyyyyyyyyy,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyy,oooooooooooooooooooooooooooooyyyy
76105,concepts. (510) 283-6264		- kun-mk,1,nnnnnnnnnnyyyyyyyyyyyyyynnnnnnnnnn,0,0,0,0,0,1,0,0,ooooooooooyyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76108,du!zeus.tamu.edu!tae0460 From: tae,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76108,e Subject: COMPLETE 386 SYSTEM FO,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,oooooooooooooooooooyyyyyyyyyyyooo,oooooooooooooooooooyyyyyyyyyyyooo
76108,R SALE Date: 20 Apr 1993 19:05 CDT,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76108,ssage-ID: <20APR199319051188@zeus.,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooooooooooooooooyyyyyyyyyyoooooooo,ooooooooooooooooyyyyyyyyyyyyoooooo
76108,S VNEWS 1.41        386DX 25Mhz  ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,1,0,ooooooooooooooooooooooooooooooooo,oooooooooyyyooooooooooooooooooooo
76108,l microprocessor)   128k internal,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooo
76108,VGA graphics card   101 key keybo,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,oooooooooooooooooooyyyyyyyyyyyyyo,oooooooooooooooooooyyyyyyyyyyyyyo
76108, 101 key keyboard   2400 baud inte,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,yyyyyyyyyyyyyooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76108,h it.  I'm asking  $1050 o.b.o.  I,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76108,-mail or phone.  TAE0460@zeus.tamu,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76108,60@zeus.tamu.edu or 409-696-6043 ,1,nnnnnnnnnnnnnnnnnnnnyyyyyyyyyyyyn,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyo,ooooooooooooooooooooooooooooyyyyo
76108,eus.tamu.edu or 409-696-6043  Tha,1,nnnnnnnnnnnnnnnnyyyyyyyyyyyynnnnn,0,0,0,0,0,1,0,0,oooooooooooooooyyyyyyyyyyyyyooooo,ooooooooooooooooooooooooyyyyooooo
76108,"tamu.edu or 409-696-6043  Thanks, ",1,nnnnnnnnnnnnyyyyyyyyyyyynnnnnnnnnn,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76109,mu.edu misc.forsale:76109 comp.sys,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyyooooooooo
76109,s.amiga.marketplace:15458 Newsgrou,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooooooooooooooooooooooyyyyyyyyyyyo,ooooooooooooooooooooyyyyyooooooooo
76109,sage-ID: <1993Apr21.142737.8480@do,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooyyyyyyyyyyyyyyyyyyyyyyooo,ooooooooooyyyyooooooyyyyyyoyyyyooo
76109,: <1993Apr21.142737.8480@doug.cae.,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooyyyyyyyyyyyyyyyyyyyyyyoooooooooo,oooyyyyooooooyyyyyyoyyyyoooooooooo
76109,: <1993Apr21.123038.20801@apgea.ar,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooyyyyyyyyyyyyyyyyyyyyyyyooooooooo,oooyyyyooooooyyyyyyoyyyyyooooooooo
76109,hree years ago for $399.  It is a,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooo
76109,Adisak Pochanayon - 608-238-2463 ,1,nnnnnnnnnnnnnnnnnnnnyyyyyyyyyyyyn,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyo,ooooooooooooooooooooooooooooyyyyo
76109,ochanayon - 608-238-2463  ------- ,1,nnnnnnnnnnnnyyyyyyyyyyyynnnnnnnnnn,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76112,essage-ID: <2d.1775.1709.0NB621B6@,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooooooooooooooyyyyyyyyyyyyyyyyyyoo,oooooooooooooooyyyyoyyyyoooooooooo
76112,D: <2d.1775.1709.0NB621B6@exchang,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooooooyyyyyyyyyyyyyyyyyyooooooooo,oooooooyyyyoyyyyooooooooooooooooo
76112,20 Apr 93 19:27:00 -0500 Organizat,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooyyyyyyyyyyyoo,ooooooooooooooooooooyyyyoooooooooo
76112,"the World"" 14.4bis (804)552-1010 ",0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyo,oooooooooooooooooooyyyyyyyyoyyyyo
76112,"World"" 14.4bis (804)552-1010 Line",0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooyyyyyyyyyyyyyooooo,oooooooooooooooyyyyyyyyoyyyyooooo
76112,"d"" 14.4bis (804)552-1010 Lines: 75",0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooyyyyyyyyyyyyyoooooooooo,oooooooooooyyyyyyyyoyyyyoooooooooo
76112,                   $180.00 takes ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,1,0,ooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooyyyooooooo
76112,70.00 WR    Gateway 2000 version (,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooyyyyyyyyyyyoo,ooooooooooooooooooooyyyyoooooooooo
76112,icroProse's Gunship 2000 (VGA only,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooyyyyyyyyyyyyy,ooooooooooooooooooooyyyyoooooooooo
76112, .$ 20.00 DU  Links 386-PRO. . . ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,1,0,ooooooooooooooooooooooooooooooooo,ooooooyyyoooooooooooooooooooooooo
76112,    TOTAL. . . . . $313.00       ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,1,0,ooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooyyyooooooo
76112,  - DISCOUNT. . . .$133.00       ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,1,0,ooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooyyyooooooo
76112,    YOUR COST. . . $180.00      C,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,1,0,ooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooyyyooooooo
76112,    Call Michael @ (804) 486-7018,1,nnnnnnnnnnnnnnnnnnnyyyyyyyyyyyyyy,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyy,oooooooooooooooooooooooooooooyyyy
76112,all Michael @ (804) 486-7018 any ,1,nnnnnnnnnnnnnnyyyyyyyyyyyyyynnnnn,0,0,0,0,0,1,0,0,ooooooooooooooyyyyyyyyyyyyyyooooo,ooooooooooooooooooooooooyyyyooooo
76112,Michael @ (804) 486-7018 any day b,1,nnnnnnnnnnyyyyyyyyyyyyyynnnnnnnnnn,0,0,0,0,0,1,0,0,ooooooooooyyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76114,mu.edu misc.forsale:76114 misc.for,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyyooooooooo
76114,ale.computers.other:5248 comp.sys.,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyoooooooooo
76114,miga ) Message-ID: <1993Apr21.1517,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyooooo,ooooooooooooooooooooyyyyooooooyyyy
76114,sage-ID: <1993Apr21.151726.26547@s,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooyyyyyyyyyyyyyyyyyyyyyyyoo,ooooooooooyyyyooooooyyyyyyoyyyyyoo
76114,: <1993Apr21.151726.26547@sequent.,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooyyyyyyyyyyyyyyyyyyyyyyyooooooooo,oooyyyyooooooyyyyyyoyyyyyooooooooo
76114,: sequent.1993Apr21.151726.26547 S,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooyyyyyyyyyyyyyyyyyyyyyyyoo,ooooooooooyyyyooooooyyyyyyoyyyyyoo
76114,nt.1993Apr21.151726.26547 Sender: ,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,ooyyyyyyyyyyyyyyyyyyyyyyyooooooooo,oooyyyyooooooyyyyyyoyyyyyooooooooo
76114,hnology PC partner (286) sytsem. ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,oooooooooooooooooooyyyyyyyyyyyyoo,oooooooooooooooooooyyyyyyyyyyyyoo
76114, sytsem.  includes 	80286 12mhz in,0,oooooooooooooooooooooooooooooooooo,0,0,0,0,0,1,0,0,oooooooooooooooooooooooooooooooooo,ooooooooooooooooooooyyyyyooooooooo
76114, drivers $45  Amiga 500 with 2.0 ,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,1,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooyyo
76114, and 4Mb addon ram 	501 clone (51,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooo
76114,er Fixer II Asking $500 for  syst,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,0,1,oooooooooooooooooooyyyyyyyyyyyyyy,oooooooooooooooooooyyyyyyyyyyyyyy
76114,g fred fish disks 1-480 	includes,0,ooooooooooooooooooooooooooooooooo,0,0,0,0,0,0,1,0,ooooooooooooooooooyyyyyyyyyyyyyyo,oooooooooooooooooooyyyyoooooooooo
76114,g@sequent.com HOME (503) 591-5466,1,nnnnnnnnnnnnnnnnnnnyyyyyyyyyyyyyy,0,0,0,0,0,1,0,0,oooooooooooooooooooyyyyyyyyyyyyyy,oooooooooooooooooooooooooooooyyyy
76114,uent.com HOME (503) 591-5466	WORK,1,nnnnnnnnnnnnnnyyyyyyyyyyyyyynnnnn,0,0,0,0,0,1,0,0,ooooooooooooooyyyyyyyyyyyyyyooooo,ooooooooooooooooooooooooyyyyooooo
76114,.com HOME (503) 591-5466	WORK (503,1,nnnnnnnnnnyyyyyyyyyyyyyynnnnnnnnnn,0,0,0,0,0,1,0,0,ooooooooooyyyyyyyyyyyyyyoooooooooo,ooooooooooooooooooooyyyyoooooooooo
76114,591-5466	WORK (503) 578-3822 --  ,1,nnnnnnnnnnnnnnyyyyyyyyyyyyyynnnnn,0,0,0,0,0,1,0,0,ooooooooooooooyyyyyyyyyyyyyyooooo,ooooyyyyooooooooooooooooyyyyooooo
